No,Location ID,State,Area Code,Area Name,Premise Type,Premise Name,LatLong Location,PM Cycle,Last Maintenance Date,PM Date,Status,Commission Date,DLP End Date,DLP Period,Security Control,Guard Type,Current Active Service Requests
377,C377,Selangor,6142,Banting,PPU,PPU SG MANGGIS,"2.831858, 101.533186",18,24/03/2025,15/09/2026,Commissioned,5/11/2024,5/11/2025,365,,,"6ca9c60e , 239dcae2"
378,C378,Selangor,6160,Shah Alam,Bilik Senjata,Bilik Senjata Shah Alam,"3.074744, 101.525853",18,29/09/2025,23/03/2027,Commissioned,,,365,,,
379,C379,Selangor,6180,Bangi,PMU GIS,PMU Serdang Raya,"3.012008, 101.714011",18,09/06/2025,01/12/2026,Commissioned,4/4/2024,4/4/2025,365,Unmanned,,"066c5570 , 7a7f6c4e , 99aafde8-5f82-4fdf-9863-d66a113711b8 , 55569a07-c7e0-45b9-8c4d-722c4e74d08d"
380,C380,Selangor,6141,Kuala Selangor,PPU,PPU Puncak Alam,,18,10/02/2025,04/08/2026,Commissioned,5/28/2024,5/28/2025,365,Unmanned,,"e4bbcdae , 5b609c62-cca4-498e-8770-81d06c30aaeb , 3ce4ce3a-e1ad-48c0-ac2c-a8cf903509f7"
381,C381,Selangor,6160,Shah Alam,PMU GIS,PMU LRT Seksyen 2,,18,25/04/2025,17/10/2026,Commissioned,,,365,,,2998c6d9
382,C382,Selangor,6140,Klang,Bilik Senjata,Bilik Senjata CBPS,,18,01/01/2020,24/06/2021,Commissioned,,,365,Manned,Auxilliary Police,"c3db100b-3a7d-4a01-a9ff-40071f20f569 , c1ef2382-c94a-405e-b629-157c9cc1b5dd"
383,C383,Selangor,6130,Petaling Jaya,Careline,Careline Menara PKNS,"3.099874, 101.642611",18,24/10/2024,17/04/2026,Commissioned,,,,,,
384,C384,Selangor,6180,Bangi,Control Centre,Security Fusion Centre,"2.963449, 101.726045",18,01/01/2020,24/06/2021,Commissioned,,,,,,"1ee66953 , 1d2edeea , 64354f3a , e596e5db , 5f309b4b , 46afb11b"
385,C385,Selangor,6141,Kuala Selangor,Kedai Tenaga,KT Kuala Selangor,,18,09/12/2025,02/06/2027,Commissioned,12/30/2016,,365,Manned,Private Security,5b065729
386,C386,Selangor,6142,Banting,Kedai Tenaga,KT Banting,,18,30/10/2025,23/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,d44c90ae
387,C387,Selangor,6160,Shah Alam,Kedai Tenaga,KT Shah Alam,,18,28/10/2025,21/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
388,C388,Selangor,6150,Rawang,Kedai Tenaga,KT Rawang,,18,31/10/2025,24/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,e0881b49
389,C389,Selangor,6143,Pelabuhan Klang,Kedai Tenaga,KT Pelabuhan Klang,,18,28/10/2025,21/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,"7eadaa40 , cc5ae3f7-0f60-48e7-898d-d58c8452f369 , 5242af6d-1f45-42d9-976c-0d1ff5b02925"
390,C390,Selangor,6140,Klang,Kedai Tenaga,KT Klang,,18,27/10/2025,20/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,e768da22-6b0f-486d-a1ff-fe7fb0d1ebf9
391,C391,Selangor,6153,Cheras,Kedai Tenaga,KT Cheras,,18,29/10/2025,22/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,"a6a15a6d , 115ff3ed-dcfd-406a-acb9-a426f9327826"
392,C392,Selangor,6132,Puchong,Kedai Tenaga,KT Puchong,,18,27/10/2025,20/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,70d83481-7fa3-401e-a5ef-223f11caa87d
393,C393,Selangor,6180,Bangi,Kedai Tenaga,KT Kajang,,18,29/10/2025,22/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
394,C394,Selangor,6144,TNB Sungai Besar,Kedai Tenaga,KT Sungai Besar,,18,31/10/2025,24/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
395,C395,Selangor,6147,Sepang,Kedai Tenaga,KT Sepang,,18,30/10/2025,23/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
396,C396,Selangor,6131,Subang Jaya,Kedai Tenaga,KT Subang Jaya,,18,28/10/2025,21/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
397,C397,Selangor,6130,Petaling Jaya,Kedai Tenaga,KT Petaling Jaya,,18,27/10/2025,20/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,"5aa97b3b , dc216506 , 17af8f66"
398,C398,Selangor,6130,Petaling Jaya,Kuarters,Kuarters Kelana Jaya,,18,01/01/2020,24/06/2021,Commissioned,,,365,Manned,Private Security,"7c03855c , c8350562-c2e0-49e0-bd3b-0a04569351d8 , 5f600e1d-5bc1-48c7-9575-db9e14a9de4a"
399,C399,Selangor,6180,Bangi,Kedai Tenaga,KT Bangi,,18,29/10/2025,22/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,fac2caab
400,C400,Selangor,6131,Subang Jaya,PMU GIS,PMU Glenmarie,"3.096236, 101.588722",18,19/03/2025,10/09/2026,Commissioned,,,365,,,d9d36fca
401,C401,Selangor,6160,Shah Alam,PMU GIS,PMU SHAH ALAM WEST (SHAW),"3.092387, 101.506044",18,01/12/2025,25/05/2027,Commissioned,4/15/2022,4/15/2023,365,Unmanned,,"be7f8107 , ca0fedc0 , 326bbd0d"
402,C402,Selangor,6130,Petaling Jaya,PPU,PPU Kelana Center Point,,18,04/11/2025,28/04/2027,Commissioned,3/14/2019,,365,Unmanned,,"e3de34b3 , 323f6531 , 492e33dd , 9f234bb3 , 83b9d4b1 , c29a99e2 , 90ec43bc-fb3d-436f-8eab-d50aca70e905 , 80837862-2d24-4e8a-a315-9d631981d527"
403,C403,Selangor,6140,Klang,PPU,PPU Tiara Etika,"3.138020, 101.404110",18,31/10/2025,24/04/2027,Commissioned,3/14/2019,,365,Unmanned,,"556563b4 , 2033104c , 1bcb8eb1 , a10b0bb7-8715-44ff-ad04-9b96b0763cb9 , 81ba3b8c-a73f-42dc-b647-a69310ce401f"
404,C404,Selangor,6132,Puchong,PPU,PPU Taman Perindustrian Puchong,"3.029097, 101.609734",18,28/10/2025,21/04/2027,Commissioned,3/1/2020,,365,Unmanned,,"81f8cd27 , 20af18b4 , 1f308c9c , 261c63f5 , 07fe3444 , f35512f2 , 9d9f54ca-653c-4266-8bd5-516ea2e14d65 , 4df2f5e4-fe59-4a59-9751-9d6b84e35b88"
405,C405,Selangor,6132,Puchong,PPU,PPU Taman Mas,"2.971127, 101.581181",18,28/10/2025,21/04/2027,Commissioned,3/1/2020,,365,Unmanned,,"7dca29b8 , e6eff7bf , 7148795d , 08da732a , 5dd7eab3 , e4318650-d99f-4117-89a4-f1828a781cad , 7b1bf1d3-8b80-4950-b38d-145e8fe29e9b"
406,C406,Selangor,6142,Banting,PPU,PPU Sungai Emas Banting,"2.821954, 101.533176",18,07/11/2025,01/05/2027,Commissioned,3/1/2020,,365,Unmanned,,"537ab266 , 30d6ca8e , c510e482 , 72024d7d , c1df61f4-b2e7-464c-b15b-0e82ca7322b9 , 2501067f-a28b-4e88-8fa3-44a1af878620"
407,C407,Selangor,6180,Bangi,PMU GIS,PMU Bukit Serdang,"3.012782, 101.700118",18,14/03/2025,05/09/2026,Commissioned,,,365,,,3c7912a1
408,C408,Selangor,6160,Shah Alam,PPU,PPU Seksyen 16 Shah Alam,"3.058513, 101.493958",18,30/10/2025,23/04/2027,Commissioned,3/1/2020,,365,Unmanned,,"068a0ab9 , 19fa0e29 , fa1cbdc0 , a2925eca , 3f2e3418 , 294b22ac , ce30b6ff , acd33569 , bfd3f188 , a1e0c290 , 1ae82f11 , cf248b34-642f-45ad-aca7-6aec4fd2a3b6 , 005b649a-cba7-4fb0-9445-6c24101eed96"
409,C409,Selangor,6160,Shah Alam,PPU,PPU Seksyen 13 Shah Alam,"3.071808, 101.540224",18,30/10/2025,23/04/2027,Commissioned,3/1/2020,,365,Unmanned,,"9b6d7d2b , 74837873 , 5bd875e7 , 762924d2 , 1cd1fb2b , bf542863 , fb5c6512 , d70563fd , ae2d107f-6ca6-47c8-8e39-01f46673fb66 , ad5c3fe3-fcdb-472f-b677-f8bfd308121c"
410,C410,Selangor,6130,Petaling Jaya,PPU,PPU Dataran Prima,"3.118966, 101.595690",18,11/11/2025,05/05/2027,Commissioned,3/1/2020,,365,Unmanned,,"8fe05886-3165-4586-ad50-987ad59a84c0 , 43d8cc21-2220-4574-92fd-fe6ca6d1f53f"
411,C411,Selangor,6130,Petaling Jaya,PPU,PPU Temasya,"3.082500, 101.567553",18,04/11/2025,28/04/2027,Commissioned,3/14/2019,,365,Unmanned,,"2e9ca763 , 990247af , 644966b2 , e3e28957 , ae776bc9 , 337bfe76 , 54a8785f , 63f9d203-5c41-40dd-bbca-16b3258c45e2 , 291ae341-047f-4258-a305-17fd327c1667"
412,C412,Selangor,6180,Bangi,PPU,PPU Kajang Town,"2.990800, 101.787596",18,27/10/2025,20/04/2027,Commissioned,3/1/2020,,365,Unmanned,,"bbb7a550 , e7d0c390-ad3c-404d-8b50-f7f12ece37d2 , 59913cad-3d3c-4b3d-8599-6d04b001b6d4"
413,C413,Selangor,6130,Petaling Jaya,PPU,PPU Pacific Place,"3.111648, 101.585030",18,05/11/2025,29/04/2027,Commissioned,3/14/2019,,365,Unmanned,,"f4381786 , 8c87e94c , 28a63342 , b0c1a2d1-ebd0-40c6-88a7-87b477d46c77 , d3a41012-c4e3-4cca-8d11-10ca7f5714c0"
414,C414,Selangor,6131,Subang Jaya,PPU,PPU Horsdale no 2 Glenmarie,"3.094309, 101.562933",18,22/02/2025,16/08/2026,Commissioned,7/5/2024,7/5/2025,365,Unmanned,,"8f27857b-575d-4c19-ab81-d7e0ceb0513c , 838310d3-985b-4290-9dea-3226bbc6fd0d"
415,C415,Selangor,6160,Shah Alam,PPU,PPU Lion Industrial Park,,18,23/02/2025,17/08/2026,Commissioned,9/5/2024,9/5/2025,365,Unmanned,,
416,C416,Selangor,6180,Bangi,PPU,"SEKSYEN 9, BANDAR BARU BANGI","2.962747, 101.759186",18,24/02/2025,18/08/2026,Commissioned,5/17/2024,5/17/2025,365,Unmanned,,"b72d9d3b-301a-4fb8-957c-bc3542a968bf , abb84752-522c-4328-a0c1-ffa9bdaed8be"
417,C417,Selangor,6132,Puchong,PPU,PPU Kinrara,"3.056011, 101.649641",18,25/02/2025,19/08/2026,Commissioned,5/24/2024,5/24/2025,365,Unmanned,,3b2ad7ae
418,C418,Selangor,6160,Shah Alam,PPU,PPU Bandar Baru Hicom,,18,26/02/2025,20/08/2026,Commissioned,5/24/2024,5/24/2025,365,Unmanned,,
419,C419,Selangor,6140,Klang,PPU,PPU Bukit Rimau,"2.992800, 101.529282",18,27/02/2025,21/08/2026,Commissioned,5/24/2024,5/24/2025,365,Unmanned,,"604f75d5 , 4c783a21-7cd2-496f-b51c-549b720ff096 , d671d6a9-3c70-4bf2-bf12-bd7aaf57f826"
420,C420,Selangor,6144,TNB Sungai Besar,PPU,PPU Main Intake Tg Karang,"3.418764, 101.187092",18,28/02/2025,22/08/2026,Commissioned,5/27/2024,5/27/2025,365,Unmanned,,"d531f067-706c-42d7-87bf-65d3381577db , a9bbd9b5-3d12-4646-bdbe-d64f94957d23"
421,C421,Selangor,6150,Rawang,PPU,PPU Batu 16 Rawang,"3.303484, 101.577049",18,03/11/2025,27/04/2027,Commissioned,3/1/2020,,365,Unmanned,,"e1f2feff , 141dbda5 , 59e299a8 , 269254a8-e278-4c29-92c1-b5ffd2925617 , 63d497a7-6b98-46a6-94e8-2453aa3d6d9d"
422,C422,Selangor,6130,Petaling Jaya,PPU,PPU Mutiara Damansara,"3.163392, 101.612899",18,10/11/2025,04/05/2027,Commissioned,3/1/2020,,365,Unmanned,,"affc566e , 7cb8ed3e , 5c1f7cff , 2e163ded , c1637348 , a358a0e4 , d735bde7 , b44c0b06 , 88abb021 , 7ad771ca , 248a161e , 54f70f44 , f43bc782 , c3371d0c-ca5b-48b8-a878-896b8d7821b7 , 26e87fa4-ef8b-414f-a939-b0b1d32a15c6"
423,C423,Selangor,6150,Rawang,PPU,PPU Massalam Rawang,"3.311703, 101.587122",18,03/11/2025,27/04/2027,Commissioned,3/1/2020,,365,Unmanned,,"bbb5a9d8 , d5db6417 , 4796a9e7 , 37d5f3fd-1884-445b-a1a2-39c125cffd85 , a827e0f2-635a-4f9c-843b-9a866a0919ec"
424,C424,Selangor,6123,Kuala Lumpur Pusat,PMU GIS,PMU Pandan Maju,"3.147722, 101.741414",18,23/09/2025,17/03/2027,Commissioned,4/26/2024,4/26/2025,365,Unmanned,,f3c9b78d
425,C425,Selangor,6160,Shah Alam,PMU GIS,PMU SHAH ALAM BANDAR (SHAB),"3.072815, 101.519879",18,02/12/2025,26/05/2027,Commissioned,4/21/2022,4/21/2023,365,Unmanned,,dbc4cae9
426,C426,Selangor,6147,Sepang,PMU GIS,PMU KLIA,"2.771549, 101.721463",18,26/11/2025,20/05/2027,Commissioned,4/28/2022,4/28/2023,365,Unmanned,,"67042416 , 29d0e321 , fc29dadb , 0c7742fe , 67e74adc , ccf5ebe4"
427,C427,Selangor,6131,Subang Jaya,PMU GIS,PMU SUBANG JAYA TOWN CENTRE,"3.083610, 101.591389",18,20/11/2025,14/05/2027,Commissioned,12/5/2022,12/5/2023,365,Unmanned,,
428,C428,Selangor,6131,Subang Jaya,PMU GIS,PMU GIS SUBANG DCA,"3.136115, 101.556501",18,19/01/2026,13/07/2027,Commissioned,2/16/2023,2/16/2024,365,Unmanned,,"71e397cf , 8d2b4432 , bf826b2e"
429,C429,Selangor,6180,Bangi,PMU GIS,PMU GIS NATIONAL UNIVERSITY,"2.941666, 101.760429",18,25/10/2025,18/04/2027,Commissioned,2/17/2023,2/17/2024,365,Unmanned,,03670a7f
430,C430,Selangor,6130,Petaling Jaya,PMU GIS,PMU Icon City,"3.089085, 101.614959",18,25/09/2025,19/03/2027,Commissioned,3/27/2024,3/27/2025,365,Unmanned,,
431,C431,Selangor,6130,Petaling Jaya,PMU GIS,PMU New Seapark,"3.103566, 101.628952",18,07/10/2025,31/03/2027,Commissioned,4/21/2024,4/21/2025,365,Unmanned,,"fa41eb50-004b-4ed0-ab06-0bd1d2a46f08 , 5828aca0-efd0-43a9-b099-af5f6737f8d3"
432,C432,Selangor,6150,Rawang,PMU SP,PMU Bukit Beruntung,"3.420222, 101.545206",18,21/06/2024,13/12/2025,Commissioned,,,365,Manned,Auxilliary Police,"d779454a , e0783c8f , 71076cf2-767e-47e1-af11-3c5de0c05834 , 6f5f2a4e-ad7e-456c-ab3a-44ab365578b0"
433,C433,Selangor,6131,Subang Jaya,PMU GIS,PMU Penaga,"3.038513, 101.596974",18,19/09/2025,13/03/2027,Commissioned,2/5/2024,2/5/2025,365,Unmanned,,"e0b96967 , d0eb2f8b"
434,C434,Selangor,6131,Subang Jaya,PMU GIS,PMU Ebor GIS 132/275kv,"3.059130, 101.560012",18,22/09/2025,16/03/2027,Commissioned,3/5/2024,3/5/2025,365,Unmanned,,88ae8bb7
435,C435,Selangor,6130,Petaling Jaya,PMU GIS,PMU Ara Damansara,"3.126858, 101.577083",18,09/06/2025,01/12/2026,Commissioned,6/5/2024,6/5/2025,365,Unmanned,,"8753320f , 111174f4-42d2-478b-96f4-a44f48dd1cd9 , 6308f6c6-c2df-41e8-a6d4-9a6ca1b0aacc"
436,C436,Selangor,6143,Pelabuhan Klang,PMU GIS,PMU Ingerback,"3.035634, 101.379339",18,22/09/2025,16/03/2027,Commissioned,8/5/2024,8/5/2025,365,Unmanned,,58f1638b
437,C437,Selangor,6131,Subang Jaya,Wisma,Wisma Subang Jaya,"3.050062, 101.583282",18,01/01/2020,24/06/2021,Commissioned,,,,,,6d71e494
438,C438,Selangor,6160,Shah Alam,PMU GIS,PMU Shah Alam 18,"3.050212, 101.514662",18,01/07/2025,23/12/2026,Commissioned,5/23/2024,5/23/2025,365,Unmanned,,
439,C439,Selangor,6140,Klang,PMU SP,PMU SUPER GRID KAPAR,"3.150253, 101.317178",18,03/12/2025,27/05/2027,Commissioned,5/30/2022,5/30/2023,365,Manned,Auxilliary Police,"4c7ad462 , ec75c77e-769b-47d8-b6ad-61514e05dce5 , cc81d94a-d76f-4006-9cda-f0e194ad4c8a , 313611b4-015d-4bf2-b492-37f9ea18cac8 , 8ba2f940-22d5-4ce9-b00b-1ad4e6006031"
440,C440,Selangor,6150,Rawang,PMU SP,PMU Bukit Tarek (REHAB),"3.500200, 101.535492",18,19/06/2025,11/12/2026,Commissioned,,,365,Manned,Auxilliary Police,e6d8b253
441,C441,Selangor,6180,Bangi,PMU GIS,PMU Kajang Estate,"2.980141, 101.830638",18,02/07/2025,24/12/2026,Commissioned,5/23/2024,5/23/2025,365,Unmanned,,
442,C442,Selangor,6130,Petaling Jaya,PMU GIS,PMU Mutiara Damansara,"3.164995, 101.602985",18,26/09/2026,19/03/2028,Commissioned,3/27/2024,3/27/2025,365,Unmanned,,"9b866a54-1725-4be0-8c3d-7448c65aec8a , 1a1feacc-4949-4a70-8148-fbd4ad58d660"
443,C443,Selangor,6142,Banting,PMU SP,PMU Olak Lempit,"2.846017, 101.578683",18,20/06/2024,12/12/2025,Commissioned,,,365,Manned,Auxilliary Police,"49c4d2b4-73a2-40ea-99a9-599bbfa8cdbb , e80eb09f-e654-4fbb-8833-7ba89ff33d00"
444,C444,Selangor,6130,Petaling Jaya,PMU GIS,PMU PETALING JAYA SOUTH,"3.076647, 101.619670",18,25/12/2025,18/06/2027,Commissioned,5/18/2022,5/18/2023,365,Unmanned,,"28f1b46b , 8bd99531 , fe9980b4-e335-45c8-bc79-684851533511"
445,C445,Terengganu,6444,Setiu,PPU,"PPU 33/11KV SUNGAI TONG, SETIU","5.317431, 102.917887",18,04/03/2025,26/08/2026,Commissioned,8/7/2024,8/7/2025,365,Unmanned,,"16da40b1 , 9b9c083c , 2d4a61bc-dedb-4441-96d7-780143b2b550"
446,C446,Terengganu,6440,Kuala Terengganu,PPU,"PPU 33/11 KV LADANG, KUALA TERENGGANU","5.331745, 103.149484",18,05/03/2025,27/08/2026,Commissioned,4/7/2024,4/7/2025,365,Unmanned,,"0b568a09-dcdb-4ad9-95b4-31b796ec3f89 , 2f95d44e-01d8-4ffb-937c-8b5ab8493099"
447,C447,Terengganu,6443,Besut,Kedai Tenaga,KT Besut,,18,03/11/2025,27/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,"c29f3983 , 6bf8696c"
448,C448,Terengganu,6441,Kemaman,Kedai Tenaga,KT Kemaman,,18,21/10/2025,14/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
449,C449,Terengganu,6440,Kuala Terengganu,PPU,PPU 33/11KV WAKAF TEMBESU,"5.350186, 103.098737",18,06/03/2025,28/08/2026,Commissioned,3/7/2024,3/7/2025,365,Unmanned,,"01bb208c , 72acc93c , 9adc6cde , b3caf923-5cd1-4c82-9adb-09c57ae611a7 , 3dee8700-25e0-4864-8348-706f816f4224"
450,C450,Terengganu,6444,Setiu,Kedai Tenaga,KT Setiu,,18,26/11/2025,20/05/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
451,C451,Terengganu,6442,Dungun,PPU,"PPU DUNGUN SENTRAL, DUNGUN","4.770550, 103.417677",18,07/03/2025,29/08/2026,Commissioned,2/7/2024,2/7/2025,365,,,"cf9a01ab , 6c4c807f-c58e-4b05-baa7-5cfade42960c , a8100ef5-965e-499a-a15c-2d05bd895456"
452,C452,Terengganu,6440,Kuala Terengganu,Warehouse,Gudang Simpanan Gong Badak (Pejabat),,18,14/10/2024,07/04/2026,Commissioned,,,365,Manned,,"b0b55582-cf0b-41bf-98b1-a8151c1eafac , 0b8474c7-093b-4b29-a2b5-3c3c223d5048"
453,C453,Terengganu,6441,Kemaman,Warehouse,Stor Kemaman,,18,05/10/2024,29/03/2026,Commissioned,,,365,Manned,,"0d835336-ae5c-4c17-8196-354c783a3a30 , cff48e03-4d6a-4439-a26a-cb72b5a3ba01"
454,C454,Terengganu,6441,Kemaman,PPU,PPU 11/33 Kv Neram,"4.006672, 103.298370",18,08/03/2025,30/08/2026,Commissioned,1/7/2024,1/7/2025,365,Unmanned,,"22470717 , 1f292fce-1cff-4e12-9d3f-66011ee6da44 , c7a67e30-51b2-44f2-a8e9-4cf977da63c2"
455,C455,Terengganu,6443,Besut,PPU,PPU 33/11KV KAMPUNG RAJA BESUT,"5.791544, 102.560333",18,09/03/2025,31/08/2026,Commissioned,,,365,,,"abac50ef , b33e2a26"
456,C456,Terengganu,6444,Setiu,Kedai Tenaga,KT Jerteh,,18,25/01/2026,19/07/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
457,C457,Terengganu,6448,Marang,Kedai Tenaga,KT Marang,,18,03/11/2025,27/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
458,C458,Terengganu,6442,Dungun,Kedai Tenaga,KT Dungun,,18,05/11/2025,29/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
459,C459,Terengganu,6446,Kuala Berang,Kedai Tenaga,KT Kuala Berang,,18,04/11/2025,28/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
460,C460,Terengganu,6445,Kerteh,PMU SP,PMU KERTEH,"4.567741, 103.444410",18,25/11/2025,19/05/2027,Commissioned,6/20/2022,6/20/2023,365,Manned,Auxilliary Police,"8840959c-3f4d-43a4-bd45-54c05d10952e , d2c3bf1c-0aaa-4d10-bca6-73a6f2f9ea1e , a6975b63-ca3c-44ab-846a-3e7765f7cab3 , b75d8ea7-94f5-463b-b8e0-ccb06e50deef"
461,C461,Terengganu,6447,AMBS,Kedai Tenaga,KT Al-Mukhtatafi Billah Shah,,18,05/11/2025,29/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
462,C462,Terengganu,6440,Kuala Terengganu,Warehouse,Bukit Kechil,,18,07/10/2025,31/03/2027,Commissioned,,,365,Manned,,"688fb144-98c5-4149-8486-67bf95b8a948 , a8b62b45-84db-4c42-a3d7-1cacd56837a3"
463,C463,Terengganu,6440,Kuala Terengganu,Warehouse,Gudang Simpanan Gong Badak (Terbuka),,18,07/10/2025,31/03/2027,Commissioned,,,365,Manned,,"f0ab48f8-7299-44c2-805a-8f64e4dfeca8 , c7eca38c-cf3e-4477-8cbb-8e9415772c79"
464,C464,Terengganu,6440,Kuala Terengganu,PPU,PPU 33/11KV TERENGGANU SOUTH,"5.312989, 103.150458",18,10/03/2025,01/09/2026,Commissioned,6/27/2024,6/27/2025,365,Unmanned,,"99b01228 , bca59693 , 2741803b-0ebb-4d17-8585-7c3e6f86c4a2 , 4fdf3ff7-1888-46d3-9af1-28bb496945b2"
465,C465,Terengganu,6446,Kuala Berang,PPU,PPU 11/33Kv Pekan Ajil,"5.082790, 103.090182",18,11/03/2025,02/09/2026,Commissioned,9/19/2024,9/19/2025,365,,,"237b8838-f348-4b4b-bed2-5232709be65b , d3a6215f-7b00-473c-855b-acf0bb18fd5a"
466,C466,Terengganu,6445,Kerteh,Kedai Tenaga,KT Kerteh,,18,07/01/2026,01/07/2027,Commissioned,12/30/2016,,365,Manned,Private Security,"909a07a3 , e5c6d1c1 , 57d2e12f , 594da888 , 565ffce6-6cb2-438a-932b-0327c00aa5b0"
467,C467,Terengganu,6440,Kuala Terengganu,Kedai Tenaga,KT Kuala Terengganu,,18,03/11/2025,27/04/2027,Commissioned,12/30/2016,,365,Manned,Private Security,
468,C468,Terengganu,6441,Kemaman,PPU,"PPU 33/11KV TELUK KALONG, KEMAMAN","4.286644, 103.450788",18,12/03/2025,03/09/2026,Commissioned,,,365,,,ad6778f1
469,C469,WP Putrajaya,6103,TNB Putrajaya & Cyberjaya,PPU,PPU Putrajaya 7,,18,13/03/2025,04/09/2026,Commissioned,8/29/2024,8/29/2025,365,Unmanned,,"17261afa , fa05226c-c97c-473d-bcb0-75b848393c90"
